trail_id,park_id,trail_name,length,elevation_gain,route_type,latitude,longitude,gain_per_foot
10032046,23,McGurk Meadow Trail,5632.69,134.7216,out and back,37.67052,-119.62794,0.02391781
10257664,23,Lukens Lake Trail,3540.548,87.7824,out and back,37.8512,-119.61544,0.02479345
10002869,256,Mount Harkness Loop Trail,9173.238,406.908,loop,40.45104,-121.29546,0.04435816
10003612,225,Fall Canyon Trail,10621.644,656.844,out and back,36.8222,-117.17391,0.061840147
10031731,178,Dolason Prairie Trail,14001.258,686.7144,out and back,41.20545,-123.95049,0.049046624
10305334,265,Skull Rock Discovery Trail,1126.538,20.7264,loop,33.99795,-116.06016,0.018398315
10035931,256,Lassen Volcanic National Park Scenic Drive,100905.62,1794.9672,point to point,40.31167,-121.22726,0.017788576
10036219,23,Waterwheel Falls and the Grand Canyon of the Tuolumne Trail,43934.98,1463.9543,point to point,37.87752,-119.35402,0.03332093
10027548,123,Bear Hill Trail,3057.746,97.8408,loop,36.56535,-118.77398,0.031997684
10007207,16,Sequoia Lake Trail,9656.04,396.8496,out and back,36.74012,-118.96288,0.041098587
10039816,23,The High Sierra Camp Loop Trail,73707.77,2424.9888,loop,37.87749,-119.3539,0.032900043
10299947,23,"Mirror Lake, Snow Creek, and Upper Yosemite Falls Loop",25427.572,1427.988,loop,37.74001,-119.56425,0.056159038
10263524,149,Klamath Overlook,1609.34,109.728,out and back,41.55436,-124.08652,0.068181984
10011681,123,Sawtooth Pass Trail to Columbine Lake,20760.486,1431.9504,out and back,36.45331,-118.59681,0.0689748
10038186,265,Hidden Valley Campground to Barker Dam Nature Trail,7081.096,48.768,loop,34.01578,-116.16277,0.0068870694
10362147,23,Glacier Point to Union Point,5954.558,316.992,out and back,37.72707,-119.57521,0.053235184
10032919,225,Echo Pass and Inyo Mine OHV Loop,11748.182,396.8496,loop,36.51645,-116.67861,0.033779662
10296372,74,Lembert Dome from Tuolomne Meadows Lodge Road,2896.812,217.932,out and back,37.87804,-119.33888,0.07523167
10304324,222,Del Norte and Montanon Trail to Scorpion Campgroud,20116.75,810.768,point to point,34.01796,-119.68269,0.04030313
10033146,123,Garfield Grove Trail,21887.023,1529.7913,out and back,36.3497,-118.76517,0.069894895
10028652,23,"Dewey, Crocker, and Stanford Point via the Pohono Trail",14966.862,586.74,out and back,37.67052,-119.62793,0.039202604
10036245,251,Lookout Peak Hike,1609.34,146.9136,out and back,36.76906,-118.71729,0.09128811
10008108,23,Alder Creek Loop Trail,25427.572,723.9,loop,37.57543,-119.68064,0.028469097
10034193,23,Nelson Lake Trail,17863.674,781.812,out and back,37.87079,-119.35591,0.043765467
10392957,76,Panoramic Point,804.67,16.764,loop,36.75378,-118.94655,0.020833386
10235988,23,Little Nellie Falls Trail,8851.37,283.7688,out and back,37.70313,-119.75442,0.03205931
10311335,23,Glacier Point to Half Dome,32669.602,1829.7144,out and back,37.72736,-119.57502,0.056006633
10267411,23,Cathedral Lakes to Clouds Rest,36853.887,1099.7184,point to point,37.87197,-119.38366,0.029839957
10034226,38,Granite Lake and Granite Pass Trail,30738.395,2367.9912,out and back,36.79423,-118.58248,0.07703692
10290389,23,Tamarack Flat to El Capitan,27358.78,1120.7496,out and back,37.75163,-119.73651,0.040964898
10234765,218,Eureka Peak Trail,15932.466,535.8384,out and back,34.07332,-116.39031,0.033631854
10273123,23,North Dome Trail via Upper Yosemite Falls Trail,22852.629,1714.8048,out and back,37.74255,-119.60239,0.07503753
10010668,123,Timber Gap Trail,15771.532,1252.728,out and back,36.45331,-118.5968,0.07942969
10269468,265,Samuelsons Rocks Trail,4988.954,62.7888,loop,34.0616,-116.22756,0.012585564
10210284,265,Oasis of Mara Nature Trail,965.604,4.8768,loop,34.12848,-116.03731,0.0050505176
10290416,252,"Butte Lake, Snag Lake, Twin Lake, Silver Lake Loop",42808.445,1052.7792,loop,40.56631,-121.29701,0.02459279
10027026,225,Harmony Borax Works,643.736,6.7056,loop,36.47987,-116.8733,0.010416692
10260560,184,Clark Range Circuit,70650.02,2604.8208,loop,37.53083,-119.44723,0.036869355
10029817,123,Cold Springs Nature Trail,3701.482,138.9888,out and back,36.45143,-118.61145,0.0375495
10238799,190,Porcupine Wash Ruby Lee Mill Site Trail,14162.192,266.7,loop,33.84607,-115.77752,0.01883183
10311400,23,Tunnel View to Dewey Point,14966.862,1066.8,out and back,37.71513,-119.67665,0.07127747
10264890,252,"Summit, Horshoe, Snag, Cinder Cone, Rainbow, Twin, and Echo Lakes Loop",41681.906,1031.748,loop,40.49788,-121.42716,0.0247529
10026761,265,Crown Prince Lookout Trail,6276.426,111.8616,out and back,33.99185,-116.06787,0.0178225
10294720,206,Juniper Canyon Trail to High Peaks Trail Loop,11426.314,725.7288,loop,36.49163,-121.20941,0.063513815
10290742,76,Kings Canyon National Scenic Byway,119734.9,3014.7769,loop,36.71731,-118.9639,0.025178764
10111583,23,Vogelsang Camp to Merced Lake Trail,23496.363,979.932,out and back,37.79547,-119.34574,0.041705687
10035755,123,Paradise Ridge Trail,9656.04,584.9112,out and back,36.46502,-118.67176,0.060574643
10259141,265,Sneakeye Spring Trail,1609.34,89.916,out and back,34.09453,-116.16852,0.055871353
10271978,156,Mount Gould Trail,14484.06,1149.7056,out and back,36.77248,-118.34138,0.0793773
10261263,225,Willow Canyon Trail,7402.964,407.8224,out and back,36.06574,-116.74471,0.055089068
10009688,123,Evelyn Lake Trail,38463.227,1692.8593,out and back,36.46454,-118.66717,0.04401241
10262809,123,Deadman Canyon Backpack Trip,78535.79,3885.8953,loop,36.60488,-118.72401,0.04947929
10264894,252,"Summit Lake, Horshoe Lake, Snag Lake, Cinder Cone, Twin Lakes, and Echo Lake loop",42486.574,1038.7584,loop,40.49811,-121.42703,0.024449099
10263504,178,Berry Glen and Lady Bird Grove Trail,9656.04,391.9728,out and back,41.31742,-124.04071,0.040593535
10032039,23,Crane Flat Lookout Trail,4506.152,111.8616,out and back,37.74759,-119.80408,0.024824196
10024378,127,Saline Valley Hot Spring,482.802,0,out and back,36.83402,-117.73855,0
10028861,252,Rainbow Lake Trail,16415.268,413.9184,out and back,40.49451,-121.42319,0.025215453
10236194,149,Flint Ridge Section Trail,12713.786,539.8008,out and back,41.52392,-124.04565,0.04245791
10236152,252,Shadow Lake Trail,2896.812,144.78,out and back,40.47637,-121.47912,0.04997908
10029615,265,California Riding and Hiking Trail: Keys View Road to Pinto Basin Road,17059.004,140.8176,point to point,33.97758,-116.16596,0.008254738
10260246,23,Old Big Oak Flat Access Road,6598.294,326.7456,out and back,37.72521,-119.64451,0.04951971
10272192,219,Bajada Nature Walk,482.802,1.8288,loop,33.68143,-115.80178,0.0037878882
10313001,74,Mount Lyell,42486.574,1454.8104,out and back,37.87817,-119.3387,0.03424165
10029617,265,Lucky Boy Vista Trail to Elton Mine,4828.02,58.8264,out and back,34.01797,-116.08247,0.012184374
10111581,23,Merced Lake to Sunrise Camp Trail,19473.014,923.8488,point to point,37.73837,-119.40634,0.04744252
10027504,23,Merced Lake Trail,55361.297,2816.9617,loop,37.73468,-119.56577,0.05088323
10257681,199,Beehive Meadow Trail,16254.334,857.7072,out and back,37.94667,-119.78729,0.05276791
10269520,123,Middle Fork Kaweah Trail,39750.7,1718.7672,out and back,36.52367,-118.76541,0.043238666
10302112,244,Tlingit Trail,1770.274,19.812,out and back,58.45442,-135.88565,0.011191487
10253849,123,Hospital Rock to Potwisha Trail,7563.898,294.7416,out and back,36.52073,-118.77161,0.038966894
10269470,265,Mount Bob Loop from Indian Cove Campground,7402.964,364.8456,loop,34.09708,-116.15675,0.04928372
10034192,23,The Clark Range and Red Peak Pass Trail,74029.64,2601.7727,loop,37.72967,-119.55962,0.035145015
10468262,177,Bullfrog Lake,21082.354,1114.9584,out and back,36.7725,-118.34112,0.05288586
10303635,23,Yosemite Falls Trail to North Dome,22047.957,1665.732,out and back,37.74299,-119.6032,0.07555041
10027495,23,Lukens Lake from White Wolf,7885.766,133.8072,out and back,37.86981,-119.64889,0.016968194
10040316,23,Vogelsang Lake and Volesang Pass Trail,28163.45,687.9336,out and back,37.87063,-119.3558,0.024426468
10236121,95,Mill Creek Horse Trail,14966.862,572.7192,loop,41.75723,-124.14596,0.038265813
10272440,284,Big Pine Trail,13679.39,254.8128,out and back,34.08099,-116.24233,0.018627498
10028939,95,Last Chance California Coastal Trail,2253.076,59.7408,out and back,41.70647,-124.14323,0.026515217
10033206,225,Racetrack Valley OHV Road,46509.926,800.7096,point to point,37.0128,-117.45775,0.017215887
10311716,23,"Mist Trail, Cloud Rest, May Lake and Snow Creek Loop",58258.11,3060.8015,loop,37.74234,-119.55784,0.052538633
10312633,123,Eagle and Mosquito Lakes,14484.06,921.7152,out and back,36.44882,-118.59544,0.06363653
10310779,265,Quail Mountain via Juniper Flats,20599.553,511.7592,loop,33.97674,-116.16497,0.024843218
10037358,225,Texas Springs Trail,2896.812,108.8136,out and back,36.45958,-116.85234,0.037563223
10041482,252,Reflection Lake Trail,965.604,2.7432,loop,40.538,-121.56756,0.0028409162
10331144,206,High Peaks Trail to Old Pinnacles Trail to Condor Gulch Trail Loop,19473.014,987.8568,loop,36.4785,-121.18361,0.050729528
10020785,255,Goler Canyon OHV Road,17541.807,1062.8376,point to point,35.85897,-117.17974,0.060588837
10288911,23,Dewey Point Trail,7563.898,154.8384,out and back,37.67445,-119.65124,0.020470714
10259682,85,Mariposa Grove to Wawona Lodge,17863.674,675.7416,out and back,37.53649,-119.65615,0.037827693
10029590,225,Death Valley West Side OHV Road,57614.37,130.7592,point to point,35.93775,-116.70463,0.0022695588
10307674,265,Stubby Springs Loop,20599.553,343.8144,loop,33.97667,-116.16523,0.01669038
10290539,23,"Snow Creek Falls, Tenaya Lake, Yosemite Valley via JMT",40394.434,1997.964,loop,37.73945,-119.56006,0.04946137
10273341,265,Pinto Mountain Trail,16898.07,758.952,loop,33.90172,-115.83481,0.044913534
10001110,23,Mono Meadow Trail,9334.172,376.7328,out and back,37.6714,-119.58512,0.0403606
10267018,177,Mount Tyndall Trail,31221.195,2673.7056,out and back,36.72711,-118.27889,0.08563752
10026953,123,Bobcat Point Loop,2092.142,78.9432,loop,36.55462,-118.74869,0.037733193
10032037,199,Lookout Point Trail,4345.218,164.8968,out and back,37.89319,-119.84134,0.03794903
10301566,225,Ubeheh Crater Path,965.604,38.7096,out and back,37.01081,-117.45493,0.040088482
10302114,244,Point Gustavus,20116.75,117.9576,out and back,58.45379,-135.88686,0.005863651
10326312,23,"Porcupine Creek to Indian Rock, North Dome, and Columbia Rock via Tioga Pass Road",20438.617,587.9592,point to point,37.80679,-119.54619,0.028767075
10314256,23,"Upper Yosemite Falls, North Dome, Indian Rock, Snow Creek",27036.912,1702.9176,point to point,37.74284,-119.60292,0.06298491
10259066,219,Conejo Well and Eagle Mountains Trail,21726.09,341.9856,out and back,33.73715,-115.81099,0.01574078
10269533,23,Young Lakes via Dog Lake Trail,22208.893,858.9264,out and back,37.87732,-119.35339,0.038674887
10289662,23,John Muir Trail: Tuolume Meadows to Donohue Pass,21404.223,833.9328,point to point,37.87771,-119.33862,0.038961135
10257674,74,Mono and Parker Pass Trail to Spillway Lake,13196.588,328.8792,out and back,37.89027,-119.2623,0.024921535
10266420,206,Condor Gulch Overlook Loop via Peaks View Area,9173.238,415.7472,loop,36.48288,-121.16193,0.045321748
10291591,252,Devastated Area Interpretive Trail,482.802,3.9624,loop,40.51565,-121.46505,0.008207091
10029965,252,Crumbaugh Lake via Cold Boiling Lake Trail,4184.284,90.8304,out and back,40.45996,-121.4744,0.021707512
10259020,23,North Rim Trail,43130.312,2077.8215,point to point,37.71381,-119.73242,0.048175436
10292318,23,Cathedral Lakes Trailhead to Yosemite Valley via Half Dome,52947.285,1858.9752,point to point,37.87204,-119.38362,0.035109926
10018603,17,Eureka Dunes,5632.69,187.7568,loop,37.11194,-117.6807,0.033333417
10025307,222,Cueva Valdez to Arch Rock Trail,11748.182,535.8384,out and back,34.0195,-119.68476,0.045610324
10364031,252,"King Creek Falls, Bench and Seaford Lakes",8207.634,236.8296,loop,40.46061,-121.4594,0.028854797
10019022,168,Kings River Trail,6115.492,97.8408,out and back,36.86418,-119.02821,0.015998842
10004912,206,Bench Trail,7724.832,41.7576,out and back,36.48772,-121.15168,0.005405632
10021822,23,Harden Lake Trail,8529.502,147.828,out and back,37.87227,-119.64926,0.017331375
10265884,23,John Muir Trail: Yosemite Valley to Tenaya Lake,22047.957,1782.7751,point to point,37.73261,-119.55785,0.080858976
10259119,199,Jack Main Canyon and Tilden Lake Trail,66143.875,2454.8591,loop,37.94644,-119.78727,0.03711393
10269462,265,Quail Mountain Trail,24461.969,675.7416,out and back,34.04105,-116.18524,0.02762417
10292701,252,Butte Lake to Snag Lake loop,23657.299,619.9632,loop,40.56501,-121.30178,0.026206002
10345361,252,King's Creek Falls to Devil's Kitchen,21887.023,727.8624,loop,40.4606,-121.45942,0.03325543
10253027,287,Father Crowley Vista,1931.208,21.9456,out and back,36.35184,-117.55048,0.011363665
10259017,265,Wonderland Wash,3218.68,65.8368,loop,34.02515,-116.14195,0.020454597
10259104,23,Buena Vista Crest Trail to Royal Arch Lake,48280.2,1241.7552,loop,37.67023,-119.62811,0.025719762
10036285,225,The Grandstand via Racetrack Trail,2896.812,17.9832,out and back,36.69389,-117.57139,0.006207928
10029957,252,Diamond Peak Trail,2092.142,225.8568,loop,40.44493,-121.52686,0.10795481
10271302,265,Joshua Tree West Side Trail,4988.954,90.8304,loop,34.08971,-116.25895,0.0182063
10019019,74,Koip Peak Trail,26232.242,1241.7552,out and back,37.89063,-119.26236,0.047336984
10312302,225,Zabriskie Point and Gower Gulch Path Loop,4345.218,125.8824,loop,36.42082,-116.81018,0.028970331
10320433,193,Redwood Canyon to Redwood Creek,16898.07,627.888,loop,36.70907,-118.92144,0.03715738
10038352,184,Ottoway Lakes Trail,47636.465,1532.8392,out and back,37.67135,-119.5851,0.032177854
10018608,225,Hidden Valley OHV Drive,47314.598,817.7784,out and back,36.75999,-117.54233,0.01728385
10299877,23,Old Big Oak Flat to Yosemite Falls,26393.176,1314.9072,point to point,37.71389,-119.73241,0.04981997
10354077,23,Tuolumne Meadows lodge to Vogelsang Camp,11587.248,471.8304,point to point,37.87756,-119.33496,0.0407198
10019002,192,Laurel Lake Trail,24783.836,1054.9128,out and back,37.94645,-119.78729,0.042564552
10259018,23,Tioga Road to Yosemite Falls and Eagle Peak,26715.045,552.9072,out and back,37.85198,-119.57782,0.020696474
10257677,23,Smith Peak Trail,19473.014,1063.752,out and back,37.92644,-119.79509,0.054626983
10270309,218,Joshua Tree Short Loop Trail and Canyon View Trail Hike,9977.908,290.7792,loop,34.07442,-116.38985,0.029142302
10023041,190,Porcupine Wash to Monument Mountain Trail,29450.922,813.816,out and back,33.84607,-115.77752,0.027632954
10350206,38,Paradise Valley Trail to Woods Creek Crossing,44739.652,1318.8696,out and back,36.79495,-118.58291,0.029478764
10301041,23,Tioga Pass Road to Yosemite Valley,13196.588,236.8296,point to point,37.80664,-119.54558,0.017946275
10315482,265,Jumbo Rocks Campground Loop,1287.472,11.8872,loop,33.99257,-116.06751,0.009232977
10036254,279,Palisade Basin,27358.78,1480.7184,loop,37.16926,-118.56601,0.05412224
10036469,178,Lost Man Creek Trail,32991.47,1195.7303,out and back,41.327,-124.01513,0.03624362
10314258,23,"Mirror Lake, Valley Loop Trail",16576.201,202.9968,loop,37.73235,-119.5595,0.01224628
10301523,74,Dog Lake Trail and Lambert Dome Trail Loop,7402.964,205.74,loop,37.87765,-119.35367,0.027791573
10292546,149,Coastal Trail: Demartin Section,18346.477,890.9304,out and back,41.60489,-124.10133,0.04856139
10028692,16,Lost Lake Trail,27841.582,1270.7112,out and back,36.74321,-118.77517,0.045640767
10036280,287,Saline Valley OHV Road,132609.61,3097.9873,point to point,36.3308,-117.71478,0.02336171
10035897,252,Prospect Peak Trail,11104.446,689.7624,out and back,40.56515,-121.30146,0.062115874
10027127,252,Lower Twin and Snag Lakes Loop Trail,23335.43,523.9512,loop,40.56379,-121.3023,0.022453032
10264117,23,Lower Gaylor Lake Trail,7242.03,257.8608,out and back,37.87963,-119.30293,0.035606153
10273332,184,Chain Lakes Trail from Clark Range Trailhead,16898.07,524.8656,out and back,37.531,-119.44762,0.031060683
10027528,76,Azalea Campground to Big Stump Grove,9334.172,437.9976,out and back,36.74348,-118.97142,0.046924096
10400843,38,Mt. Whitney Loop,140817.25,6544.97,loop,36.79494,-118.58292,0.04647847
10290290,123,Dorst / Lost Grove Trail,7081.096,274.9296,out and back,36.63536,-118.81562,0.03882585
10328718,181,Kearsarge Pass Trail to John Muir Trail Loop,68236.016,3702.7104,loop,36.77252,-118.34111,0.054263286
10258333,206,Peaks View Day Use Area to Bear Gulch Day Use Area Trail,4023.35,91.7448,out and back,36.48248,-121.16194,0.022803085
10270271,225,Coffin Peak,4345.218,213.9696,out and back,36.21773,-116.72267,0.04924255
10369329,23,Cathedral Peak: Climber's Approach,9334.172,577.9008,out and back,37.87346,-119.38225,0.061912384
10041359,192,O'Shaughnessy Dam to Tuolumne River,3862.416,112.776,out and back,37.94601,-119.78826,0.029198306
10019814,62,Ibex Dunes Trail,9173.238,147.828,out and back,35.73869,-116.38247,0.016115138
10253339,265,Park Blvd Scenic Drive,38302.293,621.792,point to point,34.06802,-116.02395,0.016233806
10265927,297,Santa Rosa Island - Pier to Ford Point,31221.195,951.8904,out and back,34.00762,-120.04863,0.030488595
10268367,123,Shepherd Saddle Road,21404.223,806.8056,out and back,36.52563,-118.89034,0.037693758
10027567,119,Bubbs Creek Trail,34761.742,1789.7856,out and back,36.77268,-118.34024,0.051487226
10029823,123,Chihuahua Mine,11426.314,789.7368,out and back,36.45332,-118.59679,0.069115624
10264663,297,Torrey Pines Trail,2253.076,111.8616,loop,33.98371,-120.01923,0.049648393
10333949,23,Tuolumne Meadows to Tenaya Lake via Pacific Crest and Glen Aulin Trails,19151.146,364.8456,point to point,37.87188,-119.37382,0.01905085
10264665,297,Lobo Canyon Trail,7724.832,125.8824,out and back,34.00319,-120.09116,0.016295811
10314574,265,Joshua Tree Queen Mountain,9977.908,390.7536,out and back,34.0237,-116.07775,0.039161876
10031264,265,Hexahedron Mine Trail,14323.126,308.7624,out and back,33.92355,-116.05423,0.021556914
10407847,202,Keys View Nature Trail,321.868,5.7912,loop,33.92719,-116.18747,0.017992469
10270224,23,Tuolumne Meadow to White Wolf via Pacific Crest Trail,43934.98,1508.76,point to point,37.87206,-119.37065,0.034340747
10112030,123,High Sierra Trail: Ninemile Creek to Bearpaw Meadow,32991.47,1322.832,out and back,36.55464,-118.74878,0.040096186
10037317,123,Huckleberry Meadow Trail,8368.568,233.7816,out and back,36.58474,-118.74983,0.027935674
10313394,29,North Lake Loop via Lamarck Col and Alpine Col,27519.715,1513.9417,loop,37.22668,-118.62804,0.055012986
10236122,256,Horseshoe Lake Trail,6920.162,197.8152,out and back,40.46688,-121.30954,0.028585343
10319722,23,Snow Creek Trail to Yosemite Falls Trail via North Dome,30255.592,1647.7488,point to point,37.73996,-119.55968,0.054460965
10263526,296,Lyons Ranch Trail,5954.558,142.9512,out and back,41.14824,-123.89313,0.02400702
10405507,222,"Smugglers Road, Scorpion Canyon and Potato Harbor",12874.72,390.7536,loop,34.04987,-119.55629,0.030350454
10042158,128,Pushawalla Plateau and Canyon Trail,15771.532,728.7768,out and back,33.90111,-116.08596,0.04620837
10462912,225,Big 4 Mines OHV Trail,26071.309,485.8512,out and back,36.34264,-117.38866,0.018635474
10257650,23,Old Big Oak Flat Road,11426.314,542.8488,out and back,37.7148,-119.73491,0.047508653
10252780,218,Burnt Hill Trail,9495.106,261.8232,out and back,34.0714,-116.39115,0.027574543
10031504,82,Lippincott Mine Road,10943.512,596.7984,point to point,36.62027,-117.6484,0.05453445
10359192,21,General Sherman via Lodgepole,9012.304,271.8816,out and back,36.6046,-118.72575,0.030167824
10309528,234,Mount Whitney via Cottonwood Lakes,91893.31,4069.9944,out and back,36.45356,-118.17045,0.04429043
10273340,219,Black Eagle Mine OHV Trail,38624.16,391.9728,out and back,33.82554,-115.75997,0.010148384
10037283,23,Foresta Falls Trail,2574.944,96.9264,out and back,37.69844,-119.75723,0.037642136
10322676,23,Chilnualna Falls Extended Loop,22208.893,1211.8848,loop,37.54838,-119.63401,0.054567546
10258641,265,Golden Bell and Eldorado Mine Trail,3218.68,132.8928,loop,33.93303,-115.9597,0.041287985
10027101,252,Lily Pond Nature Trail,1126.538,7.9248,loop,40.53652,-121.56198,0.0070346496
10039656,284,Quail Wash to West Entrance Wash Trail,28807.186,491.9472,out and back,34.04029,-116.19784,0.01707724
10040336,123,Upper Colony Mill Trail,7563.898,350.8248,loop,36.5713,-118.80804,0.04638148
10273345,265,Silver Bell Mine Hike,2092.142,93.8784,out and back,33.93303,-115.95977,0.044871904
10368984,23,Young Lakes and Mount Conness Summit,30255.592,1649.8824,out and back,37.87742,-119.35368,0.05453149
10323769,23,"Happy Isles, Vernall Falls, Half Dome, Tenaya Lake, and Mirror Lakes Loop",48602.066,2870.9111,loop,37.73235,-119.55954,0.059069734
10026766,219,Moorten's Mill Trail,1931.208,46.9392,out and back,33.73692,-115.81082,0.024305617
10393687,76,North Grove and Sunset Trail,5471.756,202.9968,loop,36.74707,-118.97488,0.037099022
10034166,297,East Point Trail,23335.43,238.9632,out and back,34.00291,-120.05094,0.01024036
10033201,225,Ubehebe Peak Trail,6437.36,702.8688,out and back,36.69439,-117.57159,0.109185874
10335590,123,Bear Hill Trail to Moro Rock Trail Loop,13035.654,344.7288,loop,36.56477,-118.7735,0.02644507
10020789,225,Chloride City OHV Trail,23979.166,795.8328,out and back,36.75057,-116.93674,0.03318851
10302879,225,Telescope Peak via Shorty's Well Route,32025.865,3563.7217,point to point,36.22563,-116.8816,0.11127636
10269471,265,Corral Wall Trail,1770.274,70.7136,loop,34.08599,-116.14047,0.039945003
10236132,252,Upper and Lower Twin Lake Trail,14966.862,395.9352,loop,40.49453,-121.42289,0.026454123
10484544,21,Circle Meadows via Congress Trail,6759.228,194.7672,loop,36.58456,-118.74987,0.028815007
10039961,252,Bumpass Hell Trail  [CLOSED],4345.218,133.8072,out and back,40.46601,-121.51412,0.03079413
10258332,206,Visitor Center to Peaks View Day Use Area,5310.822,34.7472,out and back,36.49439,-121.14592,0.006542716
10345726,16,Viola Falls Trail,4345.218,162.7632,out and back,36.73995,-118.96254,0.037458006
10258334,206,Peaks View Day Use Area to Old Pinnacles Trailhead,5149.888,30.7848,out and back,36.48247,-121.16194,0.005977761
10310470,265,California Riding & Hiking Trail,62925.195,1290.828,point to point,34.07424,-116.03185,0.020513691
10313020,74,Dog Dome and Dog Lake,4828.02,195.9864,out and back,37.87836,-119.339,0.040593535
10313072,225,Indian Pass,20921.42,569.976,out and back,36.54764,-116.89007,0.027243659
10454609,23,"Buena Vista, Royal Arch, and Crescent Lakes Loop",42647.51,1797.7104,loop,37.54839,-119.634,0.042152762
10348128,23,"Merced Lake to Half Dome Loop via John Muir, Pack and Cloud Rest Trails",55844.098,2670.9624,loop,37.73532,-119.56652,0.047828913
10318368,193,Manzanita and Azalea Trail,6920.162,274.9296,loop,36.73996,-118.96256,0.03972878
10040302,23,Clark Range Viewpoint,4667.086,66.7512,out and back,37.74499,-119.80146,0.014302543
10270059,22,Ridgecrest to Death Valley OHV Trail,266989.5,3045.8665,point to point,35.61407,-117.67073,0.011408188
10342905,38,Zumwalt Meadow Trail to Kanawyers Trail Loop,11104.446,140.8176,loop,36.79374,-118.59844,0.01268119
10364030,252,King Creek Falls and Bench Lake Loop,6920.162,226.7712,loop,40.46061,-121.4594,0.032769635
10316154,23,Mammoth Peak,9334.172,869.8992,out and back,37.87961,-119.3036,0.09319511
10036294,17,Death Valley Scenic Drive OHV Trail,87709.03,2435.9617,point to point,37.01767,-117.41107,0.027773215
10236138,178,Ah-Pah Interpretive Trail,643.736,1.8288,out and back,41.45094,-124.03803,0.002840916
10033164,123,Nine Lake Basin,55522.23,2836.7737,out and back,36.5549,-118.7497,0.051092573
10350195,23,John Muir to Clouds Rest to Mist Trail,39911.633,1141.7808,point to point,37.87314,-119.38284,0.028607719
10320138,199,Lake Eleanor Hike,8851.37,197.8152,out and back,37.97397,-119.88221,0.02234854
10305513,265,Live Oak Tank and Ivanpah Tank,2414.01,39.9288,loop,34.00125,-116.04996,0.016540445
10315406,265,Scorpius Arch Loop,5954.558,64.9224,loop,34.10363,-115.45105,0.010902976
10027732,256,Inspiration Point Trail,2092.142,126.7968,out and back,40.46657,-121.30786,0.060606208
10358333,222,Santa Cruz Island: Del Norte Campground to Chinese Harbor,12874.72,427.9392,out and back,34.01101,-119.66036,0.03323872
10316793,38,King's Canyon to Mt Whitney,129230,5907.9385,loop,36.79469,-118.58285,0.045716465
10311983,284,Crest View Trail,4667.086,52.7304,out and back,34.00955,-116.30599,0.011298357
10257654,23,White Wolf to Pate Valley Trail,12391.918,373.9896,loop,37.86994,-119.64888,0.030180123
10006900,215,Forest Lake Trail,4828.02,247.8024,out and back,40.43104,-121.5363,0.051325884
10028862,252,"Twin Lakes, Horseshoe Lake, and Summit Lake",25588.506,569.976,loop,40.49452,-121.42316,0.02227469
10016753,225,Hanaupah Canyon Trail,28807.186,1211.8848,out and back,36.22563,-116.88152,0.042068835
10034008,225,Monarch Canyon/Mine Trail,3862.416,143.8656,out and back,36.73672,-116.91251,0.03724757
10259114,274,Matterhorn Canyon and the Sawtooth Range Trail,57936.24,2512.7712,point to point,38.14677,-119.38058,0.043371323
10259147,219,Sand Dunes via Mecca Dale Road,18507.41,22.86,point to point,33.82806,-115.75912,0.001235181
10032078,123,Cahoon Rock from South Fork Campground,45544.32,2219.8584,out and back,36.35034,-118.76505,0.048740618
10037321,52,Kings River,22691.693,283.7688,out and back,36.79039,-118.66787,0.012505405
10271700,23,Tenaya Lake to May Lake to Mount Hoffman,21565.156,904.9512,loop,37.82579,-119.47026,0.04196358
10258349,206,North Wilderness Trail to Twin Knolls,4988.954,191.7192,out and back,36.49211,-121.20992,0.038428735
10026970,38,Roads End to Onion Valley Trail,31703.998,2110.74,point to point,36.7947,-118.5829,0.06657646
10273342,265,Turkey Flats Sand Dunes,3701.482,31.6992,loop,33.90174,-115.83487,0.008563921
10259115,23,Benson Pass - Northeast Yosemite Grand Tour,86743.43,3344.8752,loop,37.8789,-119.35881,0.03856056
10467877,21,Emerald Lake,16576.201,782.7264,out and back,36.59654,-118.73438,0.047219887
10400638,219,Monument Mountain from Pinkham Canyon Trailhead,22530.76,593.7504,out and back,33.74828,-115.82429,0.02635288
10312298,206,Pinnacles Overlook Trail,1448.406,26.8224,loop,36.47762,-121.22605,0.018518563
10269763,225,Marble Canyon Petroglyphs,17380.871,452.9328,out and back,36.64162,-117.29155,0.02605927
10419777,23,John Muir Trail: Tenaya Lake to Reds Meadow,91893.31,3504.8953,point to point,37.8258,-119.46937,0.03814092
10272277,123,Sawtooth Pass to Timber Gap Trail,44578.72,2829.7632,loop,36.45329,-118.59677,0.063477896
10037386,126,Ashford Canyon Trail,15127.796,729.996,out and back,35.91989,-116.6825,0.048255276
10312628,23,Echo Ridge & Echo Peaks,13196.588,823.8744,out and back,37.8733,-119.3826,0.062430866
10401083,265,Eagle Cliffs Lucky Boy Vista loop,7724.832,262.7376,loop,34.0093,-116.05584,0.03401208
10267412,23,John Muir Trail: Cathedral Lakes Trail to Clouds Rest,24783.836,1121.9688,point to point,37.87337,-119.3826,0.045270182
10506284,23,Tenaya Lake Trail,4667.086,29.8704,loop,37.83428,-119.46321,0.0064002248
10264670,222,Black Mountain Trail,9656.04,389.8392,out and back,33.99341,-120.04382,0.040372577
