"trail_id","trail_name","park_name","latitude","longitude","length","elevation_gain","difficulty_rating","popularity","top"
10031434,"Tuolumne Meadows to Glen Aulin High Sierra Camp","Yosemite National Park",37.87679,-119.34612,19473.014,365.76,3,17.3657,0
10293112,"Lake Helene via Fern Lake Trail","Rocky Mountain National Park",40.31195,-105.64558,9816.974,410.8704,3,17.331,0
10260683,"Panorama Point from Paradise Inn","Mount Rainier National Park",46.78662,-121.73409,6598.294,384.9624,3,17.3155,0
10030528,"The Grand Teton Loop Trail","Grand Teton National Park",43.7527,-110.7233,50855.145,2105.8633,5,17.275,0
10036188,"Lone Star Geyser Trail","Yellowstone National Park",44.44448,-110.8046,8529.502,36.8808,1,17.2735,0
10014200,"Balanced Rock Trail","Big Bend National Park",29.41042,-103.20765,3057.746,70.7136,1,17.2586,0
10014707,"Fairy Creek Trail to Imperial Geyser","Yellowstone National Park",44.51478,-110.83235,10460.71,117.9576,1,17.2432,0
10014115,"White Rim Overlook Trail","Canyonlands National Park",38.32272,-109.84955,2896.812,48.768,1,17.1986,0
10033216,"Telescope Peak Trail","Death Valley National Park",36.22988,-117.06829,19312.08,1012.8504,5,17.1872,0
10011534,"Dawson Pass and Pitamakan Pass Loop","Glacier National Park",48.4921,-113.36553,27680.648,1109.7769,7,17.1481,0
10002682,"Fountain Paint Pot Trail","Yellowstone National Park",44.5484,-110.80725,965.604,6.7056,1,17.0168,0
10009072,"Bar Island Trail","Acadia National Park",44.3921,-68.21009,2896.812,51.816,1,16.9863,0
10031540,"Wizard Island Trail","Crater Lake National Park",42.93439,-122.1503,3701.482,228.9048,3,16.982,0
10016717,"Wonderland Trail to Panhandle Gap","Mount Rainier National Park",46.88802,-121.61005,17863.674,962.8632,5,16.9611,0
10277873,"Great Head Trail (Full Loop)","Acadia National Park",44.33388,-68.17862,2896.812,80.772,3,16.931,0
10036262,"Mount Langley","Sequoia National Park",36.45331,-118.16974,33796.14,1349.9592,5,16.8261,0
10304374,"Indian Garden via Bright Angel Trail","Grand Canyon National Park",36.05745,-112.14434,13196.588,896.7216,5,16.7412,0
10032041,"Hetch Hetchy Trail to Rancheria Falls","Yosemite National Park",37.94615,-119.78817,18185.543,775.716,5,16.6842,0
10243572,"Valley Floor Loop Trail","Yosemite National Park",37.74467,-119.59736,32347.734,370.9416,1,16.6784,0
10040498,"Halalai'i and Pu'unaue Trail","Haleakala National Park",20.71417,-156.25093,65999.836,3211,5,16.6764,0
10005393,"Bluebird Lake Trail","Rocky Mountain National Park",40.20789,-105.56648,19473.014,809.8536,5,16.6696,0
10011461,"Golden Canyon Trail to Red Cathedral","Death Valley National Park",36.42062,-116.84703,4667.086,174.9552,3,16.6571,0
10006763,"Lembert Dome Loop","Yosemite National Park",37.87702,-119.35308,5954.558,257.8608,3,16.6277,0
10258756,"Navajo Arch Trail","Arches National Park",38.78287,-109.59507,4667.086,149.9616,1,16.5347,0
10009379,"Quinault Rain Forest Nature Trail","Olympic National Park",47.45979,-123.86216,1448.406,33.8328,1,16.5279,0
10259336,"Baskins Creek Trail and Baskins Creek Falls","Great Smoky Mountains National Park",35.67745,-83.47853,10299.776,529.7424,3,16.5249,0
10016234,"Little Baldy Trail","Sequoia National Park",36.62006,-118.80928,5310.822,241.7064,3,16.524,0
10031320,"Scenic Point","Glacier National Park",48.48516,-113.36156,11909.116,716.8896,5,16.5227,0
10293307,"Nymph, Dream, Haiyaha and Loch Vale Lakes Loop","Rocky Mountain National Park",40.31194,-105.64562,12713.786,505.968,3,16.5198,0
10258578,"Cub Lake","Rocky Mountain National Park",40.356,-105.61596,8207.634,221.8944,3,16.5094,0
10235741,"East Inlet Trail to Lake Verna","Rocky Mountain National Park",40.23948,-105.79985,20760.486,661.7208,5,16.4705,0
10235911,"Inspiration Point Trail","Yosemite National Park",37.71536,-119.67688,3701.482,317.9064,3,16.4319,0
10002122,"Jones Run Falls Trail","Shenandoah National Park",38.2299,-78.72597,7242.03,386.7912,3,16.4167,0
10280629,"Navajo Loop Trail to Peekaboo Loop","Bryce Canyon National Park",37.62326,-112.16703,7081.096,410.8704,3,16.4004,0
10015395,"Delicate Arch Viewpoint Trail","Arches National Park",38.73408,-109.50124,1126.538,42.9768,1,16.3645,0
10111797,"Mount LeConte via Trillium Gap Loop Trail","Great Smoky Mountains National Park",35.68006,-83.46228,23979.166,1225.9056,5,16.3274,0
10006527,"Turk Mountain Trail","Shenandoah National Park",38.12901,-78.78466,4023.35,213.9696,1,16.3087,0
10037163,"Apikuni Falls Trail via Appekunny Creek Trail","Glacier National Park",48.80541,-113.63446,2896.812,178.9176,1,16.2927,0
10236076,"Horseshoe Lake Trail","Denali National Park",63.73661,-148.915,3379.614,119.7864,1,16.2674,0
10011324,"Carbon Glacier Trail","Mount Rainier National Park",46.99482,-121.91792,30416.525,643.7376,3,16.2638,0
10030593,"Warner Point Nature Trail","Black Canyon of the Gunnison National Park",38.56251,-107.74201,2414.01,123.7488,1,16.2627,0
10002838,"Zion Grotto Trail","Zion National Park",37.25184,-112.95631,1931.208,13.716,1,16.2146,0
10002987,"Wonderland Trail","Acadia National Park",44.23375,-68.32016,2574.944,23.7744,1,16.2034,0
10038315,"Beaver Ponds Loop Trail","Yellowstone National Park",44.97375,-110.70442,8851.37,232.8672,3,16.1935,0
10015354,"Bristlecone Loop Trail","Bryce Canyon National Park",37.47529,-112.23953,1609.34,26.8224,1,16.1923,0
10013938,"High Peaks Trail","Pinnacles National Park",36.48421,-121.16649,10138.842,539.8008,7,16.1903,0
10002386,"Doyles River Falls Trail","Shenandoah National Park",38.25429,-78.68279,5471.756,359.9688,3,16.1787,0
10257739,"Pine Tree Arch Trail and Tunnel Arch Trail","Arches National Park",38.78292,-109.59513,1448.406,57.912,1,16.1415,0
10263217,"Cascade Pass Trail","North Cascades National Park",48.47497,-121.07505,10460.71,542.8488,5,16.1338,0
10017215,"Chimney Rock Loop Trail","Capitol Reef National Park",38.31569,-111.3039,5310.822,241.7064,3,16.1326,0
10235884,"Ptarmigan Lake Trail","Glacier National Park",48.79984,-113.6791,13840.324,577.9008,5,16.1099,0
10015501,"The Bowl Trail","Acadia National Park",44.33155,-68.18519,2092.142,136.8552,3,16.0589,0
10273406,"Mirror Lake from Shuttle Stop 17","Yosemite National Park",37.7394,-119.55955,3701.482,44.8056,1,16.0151,0
10320915,"Gem Lake Trail and Lumpy Ridge Loop","Rocky Mountain National Park",40.39649,-105.51273,7081.096,344.7288,3,16.0138,0
10279503,"Bryce Point Trail","Bryce Canyon National Park",37.60419,-112.15679,321.868,7.9248,1,15.9909,0
10016073,"Lovers Lane Trail","Olympic National Park",47.96981,-123.86434,9816.974,179.832,3,15.9734,0
10039812,"Ten Lakes Trail","Yosemite National Park",37.85207,-119.57586,19955.816,920.8008,5,15.968,0
10003439,"High Lakes Loop Trail","Mount Rainier National Park",46.76848,-121.7313,5149.888,169.7736,3,15.9468,0
10039040,"Syncline Loop","Canyonlands National Park",38.42641,-109.92618,13840.324,496.824,7,15.924,0
10259118,"Hanging Rock Trail","Sequoia National Park",36.54919,-118.76841,804.67,33.8328,1,15.8916,0
10111810,"Chittenden Road to Mount Washburn","Yellowstone National Park",44.82451,-110.44468,9012.304,451.7136,3,15.8842,0
10011093,"Halemau'u Haleakala Overlook Trail","Haleakala National Park",20.75236,-156.22844,40127.902,2375,5,15.8383,0
10027387,"Bullhead Lake Trail","Glacier National Park",48.79771,-113.67863,11104.446,134.7216,3,15.8052,0
10236212,"Wheeler Peak Trail via Stella Lake Trail","Great Basin National Park",39.01731,-114.30329,13196.588,885.7488,5,15.7517,0
10272716,"Continental Divide National Scenic Trail (CDNST) Loop","Rocky Mountain National Park",40.30742,-105.8408,46348.992,1510.8936,7,15.733,0
10030291,"Eagle Lake Carriage Road Trail","Acadia National Park",44.37792,-68.25222,9656.04,102.7176,1,15.7278,0
10042890,"Cowles Bog Trail","Indiana Dunes National Park",41.64508,-87.0857,6920.162,64.9224,3,15.7128,0
10006479,"Lewis Spring Falls Trail","Shenandoah National Park",38.53082,-78.43969,4506.152,248.7168,3,15.6989,0
10034911,"Colter Bay Lakeshore Trail","Grand Teton National Park",43.90306,-110.6443,4023.35,25.908,1,15.6641,0
10236157,"Mill Creek Falls Trail","Lassen Volcanic National Park",40.43732,-121.53306,6115.492,237.744,3,15.6627,0
10000412,"Chasm Falls Trail via Old Fall River Road","Rocky Mountain National Park",40.41424,-105.65535,4023.35,141.732,3,15.6444,0
10250846,"Icewater Spring via Appalachian Trail","Great Smoky Mountains National Park",35.61096,-83.42467,9977.908,415.7472,5,15.6132,0
10031432,"Olmsted Point Nature Trail","Yosemite National Park",37.81083,-119.48553,643.736,16.764,1,15.5984,0
10001249,"Broken Arch Trail","Arches National Park",38.77321,-109.58601,2735.878,50.9016,1,15.5947,0
10278321,"Mystic Falls","Yellowstone National Park",44.48531,-110.85227,3862.416,44.8056,1,15.5763,0
10236025,"Blue Mesa Trail","Petrified Forest National Park",34.93947,-109.75639,1448.406,32.9184,1,15.5733,0
10033370,"Quinault River Pony Bridge Trail","Olympic National Park",47.5727,-123.57055,7724.832,354.7872,3,15.5629,0
10241040,"Middle Prong Trail","Great Smoky Mountains National Park",35.61741,-83.66946,12713.786,381.9144,3,15.5589,0
10000054,"Sourdough Ridge Nature Trail","Mount Rainier National Park",46.91467,-121.64085,6276.426,215.7984,1,15.5555,0
10017347,"Elephant Back Mountain Trail","Yellowstone National Park",44.55638,-110.40305,5793.624,241.7064,3,15.5536,0
10003160,"Garnet Canyon Trail to Cleft Falls","Grand Teton National Park",43.73458,-110.74161,12391.918,688.848,5,15.5288,0
10007378,"Flying Mountain Trail","Acadia National Park",44.29949,-68.31643,2414.01,97.8408,3,15.5088,0
10013966,"King Canyon Trail to Wasson Peak","Saguaro National Park",32.24717,-111.16717,11426.314,560.832,3,15.5,0
10111984,"Rocky Top from Lead Cove Trailhead","Great Smoky Mountains National Park",35.60686,-83.74488,16898.07,1177.7472,5,15.4833,0
10010458,"Timber Lake Trail","Rocky Mountain National Park",40.39963,-105.84758,15932.466,715.9752,3,15.471,0
10039723,"Running Eagle Falls Trail","Glacier National Park",48.49608,-113.34808,965.604,7.9248,1,15.4623,0
10258679,"Cirque Rim Nature Trail","Olympic National Park",47.96962,-123.50002,2574.944,114.9096,1,15.4197,0
10038226,"Apgar Lookout Trail","Glacier National Park",48.50434,-114.02082,11426.314,566.928,5,15.4183,0
10042519,"PJ Lake Trail","Olympic National Park",47.94586,-123.42561,2414.01,217.932,7,15.4162,0
10005116,"Kolob Arch via La Verkin Creek Trail","Zion National Park",37.45126,-113.19161,24301.033,542.8488,3,15.4121,0
10260204,"Golden Canyon and Gower Gulch Loop via Zabriskie Point","Death Valley National Park",36.4208,-116.81035,9334.172,332.8416,3,15.3815,0
10261782,"The Subway Trail via Wildcat Canyon Trail","Zion National Park",37.33963,-113.07545,14323.126,434.9496,5,15.3572,0
10236102,"Green River Bluffs Trail","Mammoth Cave National Park",37.18836,-86.101,7242.03,169.7736,3,15.2418,0
10258677,"Acadia Mountain and Man O War Trail","Acadia National Park",44.3219,-68.3327,4023.35,207.8736,3,15.2347,0
10034432,"Silver Lake Way Trail","Olympic National Park",47.87458,-123.08228,9656.04,520.9032,3,15.2309,0
10106086,"Cliff Palace Loop Trail","Mesa Verde National Park",37.16609,-108.47224,643.736,25.908,1,15.2049,0
10289358,"Mills Lake and The Loch","Rocky Mountain National Park",40.3104,-105.64032,11265.38,418.7952,3,15.1983,0
10032668,"Carlsbad Caverns National Park Trail","Carlsbad Caverns National Park",32.17565,-104.44342,1287.472,13.716,1,15.1743,0
10033590,"Spruce Flats Falls via Lumber Ridge Loop","Great Smoky Mountains National Park",35.64146,-83.68935,11265.38,459.9432,3,15.1321,0
10258911,"Mary's Rock via the Appalachian Trail (Southern Approach)","Shenandoah National Park",38.63775,-78.31438,3862.416,229.8192,3,15.1314,0
10259901,"Manzanita Lake Loop","Lassen Volcanic National Park",40.53626,-121.56251,3057.746,13.716,1,15.1058,0
10003006,"Paintbrush Canyon & String Lake Loop Trail to Lake Solitude","Grand Teton National Park",43.78488,-110.72746,32830.535,1743.7607,3,15.058,0
10037318,"High Sierra Trail to Hamilton Lakes","Sequoia National Park",36.55452,-118.75006,46027.125,2118.9695,5,15.0559,0
10245164,"Pine Grove Trail and Ledges Trail Loop from Kendall Lake","Cuyahoga Valley National Park",41.21802,-81.52488,6115.492,98.7552,3,15.0255,0
10235587,"Roaring Fork Motor Nature Trail","Great Smoky Mountains National Park",35.68552,-83.49645,10782.578,365.76,3,14.9923,0
10014248,"Gorge Path Trail","Acadia National Park",44.3526,-68.22463,5471.756,391.9728,3,14.9756,0
10026576,"Clear Lake Artist's Point Loop Trail","Yellowstone National Park",44.71557,-110.49575,5471.756,116.7384,1,14.9658,0
10120707,"Biscuit Basin Interpretive Trail","Yellowstone National Park",44.48496,-110.85223,1126.538,7.9248,1,14.9558,0
10027534,"Sugar Bowl - Redwood Creek Loop","Kings Canyon National Park",36.70906,-118.92146,10460.71,463.9056,3,14.952,0
10240717,"Lake Constance Trail","Olympic National Park",47.74152,-123.04939,23335.43,1492.9104,5,14.9382,0
10026939,"Hart Tree, Fallen Goliath, Redwood Creek Loop","Kings Canyon National Park",36.70747,-118.92094,11426.314,412.6992,3,14.9092,0
10007829,"North Gorham Mountain Trail","Acadia National Park",44.33155,-68.18522,2414.01,136.8552,1,14.9032,0
10000722,"Paintbrush Divide and Lake Solitude","Grand Teton National Park",43.78818,-110.73054,30899.328,1238.7072,5,14.8673,0
10004120,"Grandview Trail Loop","Grand Canyon National Park",35.99805,-111.98775,18668.344,1188.72,7,14.8144,0
10235810,"Green Mountain Trail","Rocky Mountain National Park",40.30741,-105.84094,5632.69,214.884,3,14.7896,0
10262484,"Northgate Peaks via Kolob Terrace","Zion National Park",37.33999,-113.07569,9656.04,340.7664,3,14.7831,0
10006500,"Hermit Trail","Grand Canyon National Park",36.06193,-112.21112,24783.836,1567.8912,5,14.7746,0
10031637,"Devil's Kitchen Trail","Lassen Volcanic National Park",40.44312,-121.39747,7402.964,187.7568,3,14.7733,0
10248248,"Flat Top Mountain and Fern Lake Trail","Rocky Mountain National Park",40.3119,-105.64597,16737.137,416.9664,3,14.7715,0
10003083,"Osprey Falls Trail","Yellowstone National Park",44.95621,-110.7017,11909.116,551.9928,3,14.7693,0
10259347,"Grandview Point to Horseshoe Mesa Trail","Grand Canyon National Park",35.99809,-111.98778,8851.37,726.948,3,14.7248,0
10249631,"Cohab Canyon Trail","Capitol Reef National Park",38.28268,-111.24624,4828.02,241.7064,3,14.724,0
10111542,"Gregory Ridge Trail to Gregory Bald","Great Smoky Mountains National Park",35.56245,-83.84573,18668.344,1023.8232,7,14.7105,0
10029217,"Walker Sisters Home via Little Brier Gap Trail","Great Smoky Mountains National Park",35.67828,-83.64753,6276.426,134.7216,1,14.7018,0
10041313,"North Kaibab Trail to Roaring Springs","Grand Canyon National Park",36.21687,-112.05678,13518.456,1071.9816,5,14.6866,0
10034281,"Mosaic Canyon Trail","Death Valley National Park",36.57185,-117.14421,5632.69,324.9168,1,14.6726,0
10233969,"Juney Whank Falls Trail","Great Smoky Mountains National Park",35.46429,-83.43434,965.604,51.816,1,14.6466,0
10258678,"Heart O' the Forest Trail","Olympic National Park",48.03515,-123.42584,7081.096,257.8608,3,14.6372,0
10034098,"Johns Lake Loop","Glacier National Park",48.63552,-113.86758,3057.746,55.7784,1,14.6283,0
10006002,"Bristlecone Pine Glacier Trail","Great Basin National Park",39.01015,-114.30698,7242.03,322.7832,3,14.6046,0
10042720,"Hemp Hill Road Trail","Great Smoky Mountains National Park",35.57429,-83.07494,6598.294,250.8504,3,14.5676,0
10296119,"Alberta Falls and Bear Lake","Rocky Mountain National Park",40.31206,-105.64575,4023.35,127.7112,3,14.5188,0
10040859,"Saddle Pass Trail","Badlands National Park",43.758,-101.97446,1126.538,65.8368,3,14.4833,0
10027073,"Wonderland Trail to Carter Falls and Narada Falls","Mount Rainier National Park",46.76831,-121.79061,9012.304,427.9392,5,14.4269,0
10263499,"Gem Trail to Balanced Rock","Rocky Mountain National Park",40.39652,-105.51271,11265.38,516.9408,3,14.3872,0
10244240,"Wasson Peak via Sweetwater Trail","Saguaro National Park",32.28866,-111.12114,14966.862,637.9464,5,14.3846,0
10259433,"High Peaks & Balconies Cave Loop Trail","Pinnacles National Park",36.49216,-121.20995,12713.786,549.8592,3,14.3763,0
10013518,"Flapjack Lakes Trail","Olympic National Park",47.51545,-123.32934,22369.826,1114.9584,5,14.3761,0
10029227,"Oconaluftee River Trail","Great Smoky Mountains National Park",35.51326,-83.30637,4988.954,15.8496,1,14.3566,0
10111405,"Douglas Spring Trail","Saguaro National Park",32.23518,-110.68682,26715.045,1139.952,3,14.3478,0
10264059,"Alpine Ridge Trail","Rocky Mountain National Park",40.44121,-105.7542,1126.538,44.8056,1,14.3272,0
10244583,"Bryce Canyon NP Scenic Drive","Bryce Canyon National Park",37.69256,-112.15205,32991.47,744.9312,1,14.3124,0
10016590,"Navajo Knobs Trail","Capitol Reef National Park",38.28876,-111.22763,14001.258,650.748,5,14.278,0
10009801,"Kayenta Trail","Zion National Park",37.25172,-112.95647,4988.954,127.7112,3,14.277,0
10246198,"Timber Creek Overlook Trail","Zion National Park",37.43548,-113.20183,1770.274,77.724,3,14.2721,0
10039034,"Storm Point Loop","Yellowstone National Park",44.55948,-110.32776,3701.482,24.9936,1,14.2629,0
10136861,"Boy Scout Trail To Willow Hole Extended Route","Joshua Tree National Park",34.11311,-116.15582,28324.385,504.7488,3,14.2507,0
10258757,"Partition Arch Trail","Arches National Park",38.78296,-109.59512,4506.152,142.9512,1,14.2205,0
10015097,"Moses Spring Trail to Bear Gulch Reservoir","Pinnacles National Park",36.47823,-121.18393,1770.274,96.9264,3,14.2147,0
10008947,"Old Pinnacles Trail to Balconies","Pinnacles National Park",36.49497,-121.17305,8207.634,150.876,3,14.2093,0
10290799,"Four Lake Loop Trail","Rocky Mountain National Park",40.31201,-105.64593,10943.512,405.9936,3,14.2067,0
10033934,"Toll Memorial Trail","Rocky Mountain National Park",40.41211,-105.73306,1770.274,46.9392,1,14.2041,0
10356531,"Thunder Hole","Acadia National Park",44.32102,-68.18935,321.868,8.8392,1,14.1795,0
10018284,"Tower Arch Trail","Arches National Park",38.79232,-109.67525,3862.416,182.88,3,14.1402,0
10031845,"Mosca Pass Trail","Great Sand Dunes National Park and Preserve",37.7341,-105.50849,10299.776,444.7032,3,14.1369,0
10111865,"Old Rag Mountain via Weakley Hollow Fire Road","Shenandoah National Park",38.57112,-78.28772,15771.532,737.9208,3,14.1339,0
10235769,"Finch Lake via Allenspark Trail","Rocky Mountain National Park",40.19359,-105.54227,11748.182,463.9056,3,14.1126,0
10273650,"Hazel Falls and Caves","Shenandoah National Park",38.63832,-78.31371,8529.502,311.8104,3,14.1012,0
10253567,"Dark Angel","Arches National Park",38.78294,-109.59516,7563.898,219.7608,3,14.0916,0
10281044,"Deep Creek Waterfall Loop","Great Smoky Mountains National Park",35.4643,-83.43433,4345.218,138.9888,1,14.0884,0
10291879,"Zumwalt Meadow Loop Trail","Kings Canyon National Park",36.79375,-118.59833,2414.01,40.8432,1,14.082,0
10264160,"Red Rock Point via Red Point Trail","Yellowstone National Park",44.72143,-110.48791,965.604,79.8576,1,14.08,0
10233520,"Tower Falls Trail","Yellowstone National Park",44.89205,-110.3867,1448.406,76.8096,1,14.0778,0
10010116,"Union Falls Trail","Yellowstone National Park",44.13139,-110.8205,24783.836,590.7024,5,14.0755,0
10305424,"Wall Arch and Pine Tree Arch","Arches National Park",38.78233,-109.59505,4506.152,137.7696,1,14.0738,0
10284205,"Tyndall Glacier and Nymph, Dream, Emerald, and Haiyaha Lakes","Rocky Mountain National Park",40.31172,-105.64553,10138.842,350.8248,3,14.0678,0
10414200,"Mirror Lake Paved Trail","Yosemite National Park",37.73974,-119.55992,2574.944,29.8704,1,14.0674,0
10035721,"Potato Harbor Trail","Channel Islands National Park",34.04983,-119.55657,7885.766,183.7944,1,14.0568,0
10010045,"Pemetic North and South Ridge Trails","Acadia National Park",44.34827,-68.24201,10621.644,569.976,5,14.0517,0
10017589,"Gunsight Pass Trail","Glacier National Park",48.6775,-113.652,30255.592,1135.9896,7,14.0427,0
10002718,"Paradise Glacier Caves via Skyline Trail Spur","Mount Rainier National Park",46.78642,-121.73576,8690.436,386.7912,3,14.0083,0
10267490,"Lily Ridge Trail","Rocky Mountain National Park",40.30674,-105.53803,1770.274,59.7408,1,14.002,0
10280661,"Skyline, Glacier Vista, Upper Skyline and Golden Gate Loop","Mount Rainier National Park",46.78619,-121.73611,7402.964,497.7384,3,13.9618,0
10026944,"Muir Grove Trail","Sequoia National Park",36.63392,-118.81743,5954.558,173.736,3,13.9598,0
10033889,"Oak Flat Loop Trail","Black Canyon of the Gunnison National Park",38.55468,-107.68673,2092.142,94.7928,3,13.9597,0
10289379,"Hidden Falls Trail","Grand Teton National Park",43.7673,-110.74414,2253.076,67.9704,3,13.948,0
10033839,"Yellowstone Natural Bridge Trail","Yellowstone National Park",44.53333,-110.43837,4667.086,38.7096,3,13.9454,0
10259076,"Gunnison Route Trail","Black Canyon of the Gunnison National Park",38.55487,-107.68646,2896.812,542.8488,7,13.9396,0
10016688,"Sun Notch Trail","Crater Lake National Park",42.9,-122.09549,1287.472,38.7096,1,13.9272,0
10018356,"Dunes Trail from Pinyon Flats","Great Sand Dunes National Park and Preserve",37.74456,-105.50692,7242.03,290.7792,5,13.9155,0
10037326,"Monarch Lakes Trail","Sequoia National Park",36.4533,-118.59676,13518.456,807.72,5,13.9025,0
10376356,"The Loop and Garden Wall","Glacier National Park",48.75522,-113.80042,22852.629,1577.9496,5,13.9011,0
10036121,"Haystack Butte Trail","Glacier National Park",48.69653,-113.71816,13196.588,514.8072,3,13.8981,0
10269473,"The Maze Loop","Joshua Tree National Park",34.08116,-116.24206,7563.898,109.728,3,13.8899,0
10038874,"Snead Farm Dickey Ridge Loop Trail","Shenandoah National Park",38.87069,-78.20444,5471.756,159.7152,1,13.8734,0
10260902,"Sunrise Rim Trail Loop and Mount Fremont Lookout","Mount Rainier National Park",46.91444,-121.64202,14001.258,594.9696,3,13.862,0
10286650,"South Kaibab Trail to Phantom Ranch","Grand Canyon National Park",36.05298,-112.0839,21565.156,1496.8728,5,13.8468,0
10033261,"Golden Gate Trail","Mount Rainier National Park",46.7865,-121.7363,6115.492,334.9752,3,13.8467,0
10031830,"Crystal Lakes Trail","Rocky Mountain National Park",40.40715,-105.62623,23335.43,943.9656,5,13.8078,0
10235562,"Meigs Creek Trail","Great Smoky Mountains National Park",35.6693,-83.66208,10460.71,403.86,3,13.8054,0
10262146,"Trillium Gap Trail to Grotto Falls","Great Smoky Mountains National Park",35.67558,-83.4857,10943.512,378.8664,3,13.8012,0
10028456,"Death Valley Natural Bridge Road","Death Valley National Park",36.27403,-116.79283,6920.162,304.8,1,13.8009,0
10293115,"Glacier Gorge Trailhead to Jewel Lake","Rocky Mountain National Park",40.31043,-105.64037,9495.106,265.7856,3,13.7925,0
10271463,"Trail Ridge Road","Rocky Mountain National Park",40.38707,-105.6108,62764.26,1185.9768,3,13.7908,0
10235788,"MacGregor Falls Trail","Rocky Mountain National Park",40.3965,-105.51345,9977.908,288.9504,3,13.7732,0
10041077,"Schwabacher's Landing Trail","Grand Teton National Park",43.71148,-110.67055,2896.812,6.7056,1,13.7565,0
10243271,"Court of the Patriarchs Viewpoint Trail","Zion National Park",37.23714,-112.9606,160.934,5.7912,1,13.7193,0
10032533,"Little River Trail to Little River Upper Falls and Grouse Creek Campground","Great Smoky Mountains National Park",35.65366,-83.58015,19794.883,369.7224,1,13.7139,0
10351769,"Myrtle Point and Mount LeConte via Alum Cave Trail","Great Smoky Mountains National Park",35.62909,-83.45096,18507.41,943.9656,5,13.7108,0
10038836,"Shark Valley Trail","Everglades National Park",25.7567,-80.76584,25427.572,6.7056,1,13.6862,0
10235735,"Olympic National Park Switchback Trail","Olympic National Park",47.9867,-123.46113,4345.218,441.96,5,13.6763,0
10249822,"Painted Wall View Trail","Black Canyon of the Gunnison National Park",38.5805,-107.7161,321.868,1.8288,1,13.5973,0
10355329,"The Beehive via Bowl Trail","Acadia National Park",44.33154,-68.18515,1609.34,137.7696,3,13.5931,0
10294476,"Roaring River Falls Trail","Kings Canyon National Park",36.78377,-118.62213,482.802,7.9248,1,13.5845,0
10274869,"Phelps Lake Overlook","Grand Teton National Park",43.65616,-110.7815,3218.68,125.8824,1,13.5819,0
10235872,"Swiftcurrent Nature Trail","Glacier National Park",48.79725,-113.66842,4184.284,38.7096,1,13.565,0
10284542,"Haleakala Crater Trail","Haleakala National Park",20.71449,-156.25072,59135.85,3054,5,13.5643,0
10120720,"Black Sand Basin Trail","Yellowstone National Park",44.46212,-110.85335,804.67,2.7432,1,13.54,0
10030553,"White Rim OHV Trail","Canyonlands National Park",38.52471,-109.99278,159002.8,2514.9048,5,13.5393,0
10240701,"Mount Oberlin Trail","Glacier National Park",48.69552,-113.71759,5632.69,462.9912,3,13.5272,0
10235859,"Mount Brown Lookout Trail","Glacier National Park",48.61682,-113.87602,16093.4,1282.9032,7,13.5242,0
10027748,"Sahale Arm Trail to Quien Sabe Glacier","North Cascades National Park",48.47543,-121.07498,19955.816,1651.7112,5,13.4811,0
10112065,"Skyline Arch Trail","Arches National Park",38.77197,-109.59095,804.67,12.8016,1,13.4435,0
10026460,"Moormans River Overnight Loop via Appalachian Trail","Shenandoah National Park",38.12911,-78.78466,27519.715,962.8632,5,13.4344,0
10022095,"Hidden Beach and False Klamath Rock","Redwood National Park",41.55442,-124.08646,12230.984,349.9104,3,13.4062,0
10011223,"Sargent Mountain South Ridge Trail","Acadia National Park",44.31218,-68.28531,10460.71,401.7264,3,13.4,0
10235931,"Shadow Lakes Trail","Mount Rainier National Park",46.91402,-121.64187,4184.284,81.9912,1,13.395,0
10032775,"Boiling River Trail","Yellowstone National Park",44.99241,-110.69126,1931.208,22.86,1,13.394,0
10021545,"Medicine Root Loop Trail","Badlands National Park",43.75805,-101.97438,7242.03,102.7176,1,13.3928,0
10031336,"Widforss Trail","Grand Canyon National Park",36.22375,-112.06506,14644.994,315.7728,3,13.3343,0
10294375,"Grizzly Falls","Kings Canyon National Park",36.80293,-118.74364,160.934,5.7912,1,13.3331,0
10006182,"Alta Vista Trail","Mount Rainier National Park",46.78386,-121.74238,2896.812,187.7568,3,13.309,0
10239507,"Trout Lake Loop","Yellowstone National Park",44.89911,-110.12296,1931.208,60.96,1,13.3085,0
10258685,"Spruce Nature Trail","Olympic National Park",47.86001,-123.93459,2253.076,4.8768,1,13.3006,0
10299305,"Mills Lake via Glacier Gorge Trail","Rocky Mountain National Park",40.31137,-105.64612,8529.502,286.8168,3,13.2626,0
10022595,"Darwin Falls Trail via Old Toll Road","Death Valley National Park",36.32748,-117.51472,3057.746,68.8848,1,13.2405,0
10034189,"Smugglers Cove Trail","Channel Islands National Park",34.04989,-119.55633,12391.918,426.72,3,13.2334,0
10007866,"Chapin Pass Trail to Mount Chapin","Rocky Mountain National Park",40.43483,-105.73036,6276.426,445.9224,3,13.2069,0
10271482,"Shenandoah National Park Loop","Shenandoah National Park",38.53952,-78.34914,39106.96,2181.7583,7,13.198,0
10032536,"Kephart Shelter via Kephart Prong Trail","Great Smoky Mountains National Park",35.5858,-83.3583,6276.426,253.8984,1,13.1938,0
10272971,"Buckeye Trail to Valley Bridle Trail Loop","Cuyahoga Valley National Park",41.23943,-81.53804,5471.756,119.7864,3,13.1825,0
10253465,"Look Rock Tower Trail","Great Smoky Mountains National Park",35.63124,-83.94022,1448.406,51.816,1,13.1739,0
